# snapshot of SPY daily bars taken on 2026-09-20 from Yahoo Finance, split and dividend adjusted. The file starts on 2024-06-03 so the 20-day lookback is warm before the test window opens on 2024-09-03.
Date,Open,High,Low,Close
2026-06-09,739.881935,743.135473,718.948004,733.335083
2026-06-10,729.693522,734.658361,721.674149,721.773621
2026-06-11,725.086866,736.270204,720.758755,734.041504
2026-06-12,736.976616,740.687797,731.325253,738.011353
2026-06-15,748.06043,752.866103,747.970918,751.025452
2026-06-16,750.746858,751.632386,746.100413,746.548157
2026-06-17,747.503232,748.358943,735.494061,737.225342
2026-06-18,745.907752,746.376558,742.017388,744.890259
2026-06-22,745.847941,748.321779,741.289254,742.546143
2026-06-23,731.992289,737.79788,730.48602,731.762878
2026-06-24,733.348918,738.117107,729.029688,731.423706
2026-06-25,737.079645,737.538528,727.792709,732.481079
2026-06-26,727.144386,734.705627,714.805032,727.184265
2026-06-29,734.705591,739.7231,730.276587,739.16449
2026-06-30,739.45376,746.167131,739.054787,744.920227
2026-07-01,743.154593,747.583597,740.541087,743.91272
2026-07-02,745.548686,749.448974,738.196947,742.935181
2026-07-06,746.88532,750.546212,745.558598,749.419067
2026-07-07,748.361642,749.09986,743.364103,745.85791
2026-07-08,741.319147,744.301792,737.678225,743.55365
2026-07-09,745.498776,750.107327,743.743187,749.848022
2026-07-10,750.187115,753.548763,746.246887,753.079956
2026-07-13,750.606084,752.042519,746.147185,747.31427
2026-07-14,749.049947,751.473982,746.805521,749.967712
2026-07-15,752.371712,753.70842,748.341741,752.940308
2026-07-16,750.895398,752.700913,746.027481,748.860413
2026-07-17,740.241828,745.438883,738.964969,741.448792
2026-07-20,745.209491,746.875337,739.673251,740.251831
2026-07-21,744.441392,747.18458,742.336633,746.426514
2026-07-22,744.770573,748.162175,744.521192,745.558594
2026-07-23,737.538556,740.720657,733.388887,736.351501
2026-07-24,736.680667,741.877722,735.463657,737.099609
2026-07-27,743.064807,743.683328,734.047222,737.259277
2026-07-28,737.358995,740.950053,734.156924,739.024841
2026-07-29,738.137053,740.840362,727.293983,727.653137
2026-07-30,734.226739,740.61091,732.770395,739.852783
2026-07-31,742.835411,747.04499,735.85275,745.179626
2026-08-03,747.583618,756.700993,746.945189,755.793213
2026-08-04,758.745865,771.494176,758.636152,769.419373
2026-08-05,773.928165,774.925688,767.603904,767.883179
2026-08-06,768.302187,769.908185,765.558999,766.65625
2026-08-07,769.110163,772.002943,767.703621,771.344604
2026-08-10,770.686185,773.130128,769.708632,771.115173
2026-08-11,772.611504,772.691262,767.29469,768.651306
2026-08-12,772.79101,772.980541,769.369513,770.576477
2026-08-13,772.950632,777.439486,772.192505,775.953186
2026-08-14,776.611494,776.87086,773.509212,774.416992
2026-08-17,774.257358,774.855908,770.596466,770.756042
2026-08-18,766.795915,767.593921,765.020295,765.549011
2026-08-19,768.451736,770.556495,766.197324,767.154968
2026-08-20,764.062722,766.2473,760.152388,760.710999
2026-08-21,764.152442,765.947971,762.277094,763.823242
2026-08-24,762.88561,763.324462,760.192286,761.578796
2026-08-25,764.262137,764.880657,761.159855,764.012756
2026-08-26,762.835681,765.449186,762.037674,764.182373
2026-08-27,766.596406,770.44683,765.259698,769.189941
2026-08-28,769.848339,773.379549,766.406873,767.444275
2026-08-31,765.429299,766.097622,762.825718,765.149963
