# snapshot of daily closes taken on 2026-09-20 from Yahoo Finance, split and dividend adjusted, covering 2024-09-20 to 2026-09-18. Five hundred rows give the 499 daily returns the book reports.
Date,AAPL,MSFT,JPM,XOM,JNJ
2026-05-27,310.582153,411.894623,297.937805,146.948486,230.154892
2026-05-28,312.240723,426.187683,295.399261,146.014542,229.667297
2026-05-29,311.791107,449.394012,297.967682,144.32547,224.224136
2026-06-01,306.046051,459.654694,295.249908,148.418976,222.413071
2026-06-02,314.928406,440.480774,299.61026,148.597809,221.796112
2026-06-03,309.992645,426.537048,299.500793,151.548706,222.144409
2026-06-04,310.961823,427.245697,309.495758,151.061844,227.050201
2026-06-05,307.075165,415.887085,310.969116,148.95549,231.62764
2026-06-08,301.280182,410.966339,309.714752,150.773712,231.02063
2026-06-09,290.299622,402.652008,311.297638,147.951996,235.836868
2026-06-10,291.328735,396.613342,307.753601,149.650986,237.319565
2026-06-11,295.375244,389.606567,312.084076,145.65686,237.160339
2026-06-12,290.87915,390.005798,319.281677,146.064209,239.687866
2026-06-15,296.164581,399.008881,317.96759,140.013397,234.503448
2026-06-16,298.982147,393.089996,329.654938,140.947342,234.025787
2026-06-17,295.694977,378.198029,331.964508,139.834549,233.050613
2026-06-18,297.753204,378.687103,323.761475,136.923401,227.269119
2026-06-22,296.754089,366.64978,329.993408,137.579163,230.154892
2026-06-23,294.046387,373.237366,332.641479,138.831039,237.906662
2026-06-24,292.827423,364.773315,331.95459,136.019257,239.81723
2026-06-25,274.912903,352.167023,333.617065,136.66507,243.678207
2026-06-26,283.535461,372.269196,327.57428,135.66156,253.410202
2026-06-29,281.497223,367.877472,327.912781,135.184662,257.241302
2026-06-30,289.110657,372.319092,325.862,135.840408,252.723587
2026-07-01,294.126343,383.557953,332.571808,135.403244,252.733536
2026-07-02,308.364044,389.756256,332.970001,136.208023,261.749084
2026-07-06,312.390594,386.013306,337.720001,135.56221,258.057251
2026-07-07,310.392303,388.109375,339.220001,140.778442,265.928436
2026-07-08,313.119965,382.61972,330.619995,140.222046,262.1073
2026-07-09,315.94751,383.637787,335.470001,136.575653,257.8284
2026-07-10,315.048309,384.376404,336.470001,137.986526,255.718826
2026-07-13,317.03656,390.255341,334.529999,143.580292,256.504913
2026-07-14,314.588684,384.206726,342.890015,144.156555,252.604187
2026-07-15,327.217804,394.886627,346.910004,143.580292,245.807693
2026-07-16,332.972839,400.346344,343.149994,145.011032,248.74321
2026-07-17,333.452393,393.080017,341.100006,146.411957,251.798141
2026-07-20,326.308563,401.534119,338.869995,147.405533,247.598862
2026-07-21,327.457581,397.002625,345.230011,150.733978,249.380081
2026-07-22,325.609192,389.606567,348.209991,153.456345,254.375443
2026-07-23,321.382843,380.863007,349.899994,155.880646,257.997559
2026-07-24,332.733032,380.982819,353.209991,155.930328,262.1073
2026-07-27,336.61969,388.368896,356.200012,153.774292,264.644806
2026-07-28,339.786926,392.610901,357.309998,152.05542,265.420959
2026-07-29,337.89859,389.806183,344.709991,155.741547,264.226837
2026-07-30,333.14267,450.252411,350.850006,155.960144,254.564514
2026-07-31,308.643829,463.846802,351.790009,154.439987,255.091904
2026-08-03,303.158569,486.733704,352.640015,154.062424,253.161423
2026-08-04,309.113403,491.884033,357.519989,152.969513,253.678864
2026-08-05,310.732025,486.544067,359.23999,150.654495,256.325806
2026-08-06,312.140808,498.920746,356.299988,153.843842,255.718826
2026-08-07,313.059998,499.050507,357.519989,152.05542,257.967712
2026-08-10,308.26001,505.109131,359.790009,158.761993,260.525116
2026-08-11,304.910004,502.863342,362.040009,158.771927,258.524963
2026-08-12,302.25,491.50473,365.179993,158.722244,259.579742
2026-08-13,305.26001,495.946381,363.109985,157.589584,260.793762
2026-08-14,305.929993,494.469147,362.839996,159.070007,259.072266
2026-08-17,305.589996,479.447449,360.959991,161.460007,261.082367
2026-08-18,310.029999,480.725037,363.25,165.559998,269.779449
2026-08-19,316.829987,483.399994,357.26001,164.770004,272.068176
2026-08-20,311.299988,481.149994,351.549988,166.149994,266.057831
2026-08-21,309.350006,483.23999,351.579987,165.110001,268.913727
2026-08-24,310.339996,487.309998,356.390015,164.050003,271.700012
2026-08-25,309.899994,491.709991,356.690002,160.639999,273.140015
2026-08-26,313.450012,496.369995,356.5,158.190002,270.0
2026-08-27,314.579987,505.059998,354.220001,156.440002,265.769989
2026-08-28,319.700012,513.530029,357.619995,156.710007,268.040009
2026-08-31,316.850006,507.290009,356.019989,160.949997,265.850006
2026-09-01,325.130005,501.019989,354.950012,164.550003,271.190002
2026-09-02,324.959991,496.820007,356.220001,164.149994,275.209991
2026-09-03,328.209991,510.119995,362.059998,162.210007,278.429993
2026-09-04,319.970001,499.700012,358.640015,159.470001,275.230011
2026-09-08,316.220001,493.950012,353.51001,160.660004,269.119995
2026-09-09,315.339996,491.649994,354.709991,164.229996,267.079987
2026-09-10,326.570007,492.440002,353.559998,165.229996,266.350006
2026-09-11,332.269989,495.630005,356.230011,165.990005,265.579987
2026-09-14,333.079987,505.410004,350.130005,165.080002,266.320007
2026-09-15,331.339996,497.119995,352.48999,169.320007,267.200012
2026-09-16,332.410004,490.299988,348.920013,163.320007,267.279999
2026-09-17,337.0,497.75,349.309998,163.270004,270.220001
2026-09-18,336.130005,493.779999,349.670013,163.539993,269.98999
