symbol,quarter,date,intimation,lead_days,release_time,session,first_tradable,superseded
LT,FY21Q2,2020-10-28,2020-10-14 14:13:00,14,2020-10-28 17:41:52,POST_CLOSE,2020-10-29,False
LT,FY21Q3,2021-01-25,2021-01-11 14:08:00,14,2021-01-25 17:09:04,POST_CLOSE,2021-01-27,False
LT,FY21Q4,2021-05-14,2021-05-06 13:59:00,8,2021-05-14 17:43:52,POST_CLOSE,2021-05-17,False
LT,FY22Q1,2021-07-26,2021-07-12 14:19:00,14,2021-07-26 17:28:36,POST_CLOSE,2021-07-27,False
LT,FY22Q2,2021-10-27,2021-10-13 14:32:00,14,2021-10-27 17:22:22,POST_CLOSE,2021-10-28,False
LT,FY22Q3,2022-01-28,2022-01-14 11:53:00,14,2022-01-28 16:26:37,POST_CLOSE,2022-01-31,False
LT,FY22Q4,2022-05-12,2022-04-29 11:49:00,13,2022-05-12 16:46:26,POST_CLOSE,2022-05-13,False
LT,FY23Q1,2022-07-26,2022-07-12 10:49:00,14,2022-07-26 17:23:36,POST_CLOSE,2022-07-27,False
LT,FY23Q2,2022-10-31,2022-10-17 22:18:00,14,2022-10-31 16:43:04,POST_CLOSE,2022-11-01,False
LT,FY23Q3,2023-01-30,2023-01-16 13:52:00,14,2023-01-30 16:04:34,POST_CLOSE,2023-01-31,False
LT,FY23Q4,2023-05-10,2023-04-26 18:18:49,14,2023-05-10 17:08:26,POST_CLOSE,2023-05-11,False
LT,FY24Q1,2023-07-25,2023-07-11 17:30:17,14,2023-07-25 16:44:09,POST_CLOSE,2023-07-26,False
LT,FY24Q2,2023-10-31,2023-10-17 17:24:36,14,2023-10-31 18:30:33,POST_CLOSE,2023-11-01,False
LT,FY24Q3,2024-01-30,2024-01-16 13:03:15,14,2024-01-30 17:59:55,POST_CLOSE,2024-01-31,False
LT,FY24Q4,2024-05-08,2024-04-24 16:25:42,14,2024-05-08 17:11:39,POST_CLOSE,2024-05-09,False
LT,FY25Q1,2024-07-24,2024-07-10 16:54:54,14,2024-07-24 17:10:01,POST_CLOSE,2024-07-25,False
LT,FY25Q2,2024-10-30,2024-10-16 14:57:36,14,2024-10-30 17:44:38,POST_CLOSE,2024-10-31,False
LT,FY25Q3,2025-01-30,2025-01-16 11:50:21,14,2025-01-30 16:27:35,POST_CLOSE,2025-01-31,False
LT,FY25Q4,2025-05-08,2025-04-24 12:52:49,14,2025-05-08 17:16:51,POST_CLOSE,2025-05-09,False
LT,FY26Q1,2025-07-29,2025-07-15 15:10:07,14,2025-07-29 17:15:41,POST_CLOSE,2025-07-30,False
LT,FY26Q2,2025-10-29,2025-10-15 17:39:11,14,2025-10-29 17:12:35,POST_CLOSE,2025-10-30,False
LT,FY26Q3,2026-01-28,2026-01-15 11:13:15,13,2026-01-28 17:35:10,POST_CLOSE,2026-01-29,False
LT,FY26Q4,2026-05-05,2026-04-21 18:04:39,14,2026-05-05 17:09:21,POST_CLOSE,2026-05-06,False
RELIANCE,FY19Q3,2019-01-17,2019-01-10 17:18:00,7,2019-01-17 18:16:26,POST_CLOSE,2019-01-18,False
RELIANCE,FY19Q4,2019-04-18,2019-04-11 19:20:00,7,2019-04-18 18:15:31,POST_CLOSE,2019-04-22,False
RELIANCE,FY20Q1,2019-07-19,2019-07-10 17:54:00,9,2019-07-19 18:23:55,POST_CLOSE,2019-07-22,False
RELIANCE,FY20Q2,2019-10-18,2019-10-10 19:14:00,8,2019-10-18 18:35:40,POST_CLOSE,2019-10-22,False
RELIANCE,FY20Q3,2020-01-17,2020-01-09 18:34:00,8,2020-01-17 18:46:47,POST_CLOSE,2020-01-20,False
RELIANCE,FY20Q4,2020-04-30,2020-04-27 20:46:00,3,2020-04-30 18:32:41,POST_CLOSE,2020-05-04,False
RELIANCE,FY21Q1,2020-07-24,2020-07-18 19:15:00,6,,UNKNOWN,,False
RELIANCE,FY21Q2,2020-10-30,2020-10-22 23:35:00,8,2020-10-30 20:02:38,POST_CLOSE,2020-11-02,False
RELIANCE,FY21Q3,2021-01-22,2021-01-15 17:29:00,7,2021-01-22 19:50:19,POST_CLOSE,2021-01-25,False
RELIANCE,FY21Q4,2021-04-30,2021-04-23 19:39:00,7,2021-04-30 19:34:56,POST_CLOSE,2021-05-03,False
RELIANCE,FY22Q1,2021-07-23,2021-07-15 21:06:00,8,2021-07-23 19:37:56,POST_CLOSE,2021-07-26,False
RELIANCE,FY22Q2,2021-10-22,2021-10-13 18:46:00,9,2021-10-22 20:17:39,POST_CLOSE,2021-10-25,False
RELIANCE,FY22Q3,2022-01-21,2022-01-13 18:13:00,8,2022-01-21 19:48:07,POST_CLOSE,2022-01-24,False
RELIANCE,FY22Q4,2022-05-06,2022-04-29 20:05:00,7,2022-05-06 19:39:15,POST_CLOSE,2022-05-09,False
RELIANCE,FY23Q1,2022-07-22,2022-07-15 18:15:00,7,2022-07-22 19:35:39,POST_CLOSE,2022-07-25,False
RELIANCE,FY23Q2,2022-10-21,2022-10-14 18:02:00,7,2022-10-21 19:38:09,POST_CLOSE,2022-10-24,False
RELIANCE,FY23Q3,2023-01-20,2023-01-13 18:16:00,7,2023-01-20 19:07:53,POST_CLOSE,2023-01-23,False
RELIANCE,FY23Q4,2023-04-21,2023-04-14 18:19:53,7,2023-04-21 19:24:25,POST_CLOSE,2023-04-24,False
RELIANCE,FY24Q1,2023-07-21,2023-07-14 20:57:23,7,2023-07-21 19:39:21,POST_CLOSE,2023-07-24,False
RELIANCE,FY24Q2,2023-10-27,2023-10-20 18:16:43,7,2023-10-27 19:25:53,POST_CLOSE,2023-10-30,False
RELIANCE,FY24Q3,2024-01-19,2024-01-12 17:19:57,7,2024-01-19 18:13:53,POST_CLOSE,2024-01-23,False
RELIANCE,FY24Q4,2024-04-22,2024-04-15 20:22:47,7,2024-04-22 19:01:25,POST_CLOSE,2024-04-23,False
RELIANCE,FY25Q1,2024-07-19,2024-07-11 23:00:29,8,2024-07-19 19:16:04,POST_CLOSE,2024-07-22,False
RELIANCE,FY25Q2,2024-10-14,2024-10-07 22:01:31,7,2024-10-14 19:02:31,POST_CLOSE,2024-10-15,False
RELIANCE,FY25Q3,2025-01-16,2025-01-09 17:40:46,7,2025-01-16 19:25:42,POST_CLOSE,2025-01-17,False
RELIANCE,FY25Q4,2025-04-25,2025-04-18 17:25:00,7,2025-04-25 20:05:15,POST_CLOSE,2025-04-28,False
RELIANCE,FY26Q1,2025-07-18,2025-07-11 17:29:06,7,2025-07-18 19:31:34,POST_CLOSE,2025-07-21,False
RELIANCE,FY26Q2,2025-10-17,2025-10-09 19:08:49,8,2025-10-17 19:01:21,POST_CLOSE,2025-10-20,False
RELIANCE,FY26Q3,2026-01-16,2026-01-08 20:08:33,8,2026-01-16 19:09:20,POST_CLOSE,2026-01-19,False
RELIANCE,FY26Q4,2026-04-24,2026-04-17 18:07:35,7,2026-04-24 19:26:28,POST_CLOSE,2026-04-27,False
RELIANCE,FY27Q1,2026-07-17,2026-07-10 17:41:40,7,2026-07-17 19:07:44,POST_CLOSE,2026-07-20,False
SBIN,FY19Q3,2019-02-01,2019-01-21 11:23:00,11,2019-02-01 13:40:49,INTRADAY,2019-02-01,False
SBIN,FY19Q4,2019-05-10,2019-04-25 15:10:00,15,2019-05-10 13:46:54,INTRADAY,2019-05-10,False
SBIN,FY20Q1,2019-08-02,2019-07-18 16:41:00,15,2019-08-02 13:48:28,INTRADAY,2019-08-02,False
SBIN,FY20Q2,2019-10-25,2019-10-07 15:31:00,18,2019-10-25 13:52:07,INTRADAY,2019-10-25,False
SBIN,FY20Q3,2020-01-31,2020-01-13 17:49:00,18,2020-01-31 13:41:29,INTRADAY,2020-01-31,False
SBIN,FY20Q4,2020-06-05,2020-05-29 14:51:00,7,2020-06-05 14:09:12,INTRADAY,2020-06-05,False
SBIN,FY21Q1,2020-07-31,2020-07-22 19:03:00,9,2020-07-31 13:38:51,INTRADAY,2020-07-31,False
SBIN,FY21Q2,2020-11-04,2020-10-16 13:59:00,19,2020-11-04 13:39:24,INTRADAY,2020-11-04,False
SBIN,FY21Q3,2021-02-04,2021-01-20 19:33:00,15,2021-02-04 13:34:46,INTRADAY,2021-02-04,False
SBIN,FY21Q4,2021-05-21,2021-05-14 20:14:00,7,2021-05-21 13:53:23,INTRADAY,2021-05-21,False
SBIN,FY22Q1,2021-08-04,2021-07-27 18:01:00,8,2021-08-04 13:33:13,INTRADAY,2021-08-04,False
SBIN,FY22Q2,2021-11-03,2021-10-25 13:33:00,9,2021-11-03 13:42:53,INTRADAY,2021-11-03,False
SBIN,FY22Q3,2022-02-05,2022-01-25 20:22:00,11,2022-02-05 13:32:40,NON_TRADING_DAY,2022-02-07,False
SBIN,FY22Q4,2022-05-13,2022-05-06 13:31:00,7,2022-05-13 13:20:15,INTRADAY,2022-05-13,False
SBIN,FY23Q1,2022-08-06,2022-07-27 18:01:00,10,2022-08-06 13:18:21,NON_TRADING_DAY,2022-08-08,False
SBIN,FY23Q2,2022-11-05,2022-10-21 19:40:00,15,2022-11-05 13:36:39,NON_TRADING_DAY,2022-11-07,False
SBIN,FY23Q3,2023-02-03,2023-01-25 17:47:00,9,2023-02-03 15:42:43,POST_CLOSE,2023-02-06,False
SBIN,FY23Q4,2023-05-18,2023-05-02 11:45:08,16,2023-05-18 13:42:34,INTRADAY,2023-05-18,False
SBIN,FY24Q1,2023-08-04,2023-07-25 18:16:07,10,2023-08-04 13:24:00,INTRADAY,2023-08-04,False
SBIN,FY24Q2,2023-11-04,2023-10-23 16:37:17,12,2023-11-04 13:55:48,NON_TRADING_DAY,2023-11-06,False
SBIN,FY24Q3,2024-02-03,2024-01-17 12:15:45,17,2024-02-03 13:35:05,NON_TRADING_DAY,2024-02-05,False
SBIN,FY24Q4,2024-05-09,2024-05-01 21:44:40,8,2024-05-09 13:46:08,INTRADAY,2024-05-09,False
SBIN,FY25Q1,2024-08-03,2024-07-22 16:34:52,12,2024-08-03 13:33:29,NON_TRADING_DAY,2024-08-05,False
SBIN,FY25Q2,2024-11-08,2024-10-18 17:55:15,21,2024-11-08 13:41:03,INTRADAY,2024-11-08,False
SBIN,FY25Q3,2025-02-06,2025-01-16 12:13:18,21,2025-02-06 14:23:58,INTRADAY,2025-02-06,False
SBIN,FY25Q4,2025-05-03,2025-04-24 10:51:17,9,2025-05-03 14:24:24,NON_TRADING_DAY,2025-05-05,False
SBIN,FY26Q1,2025-08-08,2025-07-24 18:09:44,15,2025-08-08 13:16:25,INTRADAY,2025-08-08,False
SBIN,FY26Q2,2025-11-04,2025-10-18 11:42:50,17,2025-11-04 13:26:22,INTRADAY,2025-11-04,False
SBIN,FY26Q3,2026-02-07,2026-01-21 18:26:05,17,2026-02-07 13:30:39,NON_TRADING_DAY,2026-02-09,False
SBIN,FY26Q4,2026-05-08,2026-05-02 13:06:42,6,2026-05-08 14:01:38,INTRADAY,2026-05-08,False
TCS,FY19Q3,2019-01-10,2018-12-31 19:04:00,10,2019-01-10 16:58:27,POST_CLOSE,2019-01-11,False
TCS,FY19Q4,2019-04-12,2019-03-29 17:51:00,14,2019-04-12 16:40:41,POST_CLOSE,2019-04-15,False
TCS,FY20Q1,2019-07-09,2019-06-28 18:05:00,11,2019-07-09 17:17:29,POST_CLOSE,2019-07-10,False
TCS,FY20Q2,2019-10-10,2019-09-30 18:28:00,10,2019-10-10 16:41:34,POST_CLOSE,2019-10-11,False
TCS,FY20Q3,2020-01-17,2020-01-10 18:15:00,7,2020-01-17 16:01:52,POST_CLOSE,2020-01-20,False
TCS,FY20Q4,2020-04-16,2020-04-10 17:23:00,6,2020-04-16 19:13:13,POST_CLOSE,2020-04-17,False
TCS,FY21Q1,2020-07-09,2020-06-30 19:47:00,9,2020-07-09 17:49:41,POST_CLOSE,2020-07-10,False
TCS,FY21Q2,2020-10-07,2020-09-30 19:28:00,7,2020-10-07 18:32:18,POST_CLOSE,2020-10-08,False
TCS,FY21Q3,2021-01-08,2020-12-31 19:10:00,8,2021-01-08 18:07:47,POST_CLOSE,2021-01-11,False
TCS,FY21Q4,2021-04-12,2021-03-31 17:36:00,12,2021-04-12 18:43:59,POST_CLOSE,2021-04-13,False
TCS,FY22Q1,2021-07-08,2021-06-30 17:18:00,8,2021-07-08 18:41:57,POST_CLOSE,2021-07-09,False
TCS,FY22Q2,2021-10-08,2021-09-30 19:08:00,8,2021-10-08 18:23:49,POST_CLOSE,2021-10-11,False
TCS,FY22Q3,2022-01-12,2021-12-31 16:28:00,12,2022-01-12 18:29:58,POST_CLOSE,2022-01-13,False
TCS,FY22Q4,2022-04-11,2022-03-31 20:22:00,11,2022-04-11 17:38:57,POST_CLOSE,2022-04-12,False
TCS,FY23Q1,2022-07-08,2022-06-30 17:03:00,8,2022-07-08 16:36:53,POST_CLOSE,2022-07-11,False
TCS,FY23Q2,2022-10-10,2022-09-30 16:59:00,10,2022-10-10 16:47:40,POST_CLOSE,2022-10-11,False
TCS,FY23Q3,2023-01-09,2022-12-30 17:17:00,10,2023-01-09 17:14:35,POST_CLOSE,2023-01-10,False
TCS,FY23Q4,2023-04-12,2023-03-31 17:27:00,12,2023-04-12 17:17:07,POST_CLOSE,2023-04-13,False
TCS,FY24Q1,2023-07-12,2023-06-30 17:19:43,12,2023-07-12 15:54:53,POST_CLOSE,2023-07-13,False
TCS,FY24Q2,2023-10-11,2023-09-29 16:29:46,12,2023-10-11 17:03:52,POST_CLOSE,2023-10-12,False
TCS,FY24Q3,2024-01-11,2023-12-29 16:21:20,13,2024-01-11 15:53:19,POST_CLOSE,2024-01-12,False
TCS,FY24Q4,2024-04-12,2024-03-29 18:28:31,14,2024-04-12 15:36:45,POST_CLOSE,2024-04-15,False
TCS,FY25Q1,2024-07-11,2024-06-28 16:47:31,13,2024-07-11 15:38:49,POST_CLOSE,2024-07-12,False
TCS,FY25Q2,2024-10-10,2024-09-30 17:56:22,10,2024-10-10 16:06:39,POST_CLOSE,2024-10-11,False
TCS,FY25Q3,2025-01-09,2024-12-31 16:15:52,9,2025-01-09 16:10:53,POST_CLOSE,2025-01-10,False
TCS,FY25Q4,2025-04-10,2025-03-28 18:06:40,13,2025-04-10 16:05:24,NON_TRADING_DAY,2025-04-11,False
TCS,FY26Q1,2025-07-10,2025-06-27 18:47:12,13,2025-07-10 15:57:29,POST_CLOSE,2025-07-11,False
TCS,FY26Q2,2025-10-09,2025-09-22 16:48:37,17,2025-10-09 15:52:18,POST_CLOSE,2025-10-10,False
TCS,FY26Q3,2026-01-12,2025-12-23 19:14:39,20,2026-01-12 15:50:27,POST_CLOSE,2026-01-13,False
TCS,FY26Q4,2026-04-09,2026-03-23 18:21:06,17,2026-04-09 15:55:34,POST_CLOSE,2026-04-10,False
TCS,FY27Q1,2026-07-09,2026-06-22 17:25:13,17,2026-07-09 15:52:21,POST_CLOSE,2026-07-10,False
